"TRANSACTION_ID";"TRANSACTION_TYPE";"TRANSACTION_VALUE";"TIMEID";"CUST_CC_NO";"CUST_SSN";"BRANCH_CODE"
55;"Healthcare";31.0;"20181221";"4210653349028689";123459988;158
56;"Grocery";4.0;"20180111";"4210653349028689";123459988;27
57;"Bills";1.0;"20181127";"4210653349028689";123459988;126
58;"Bills";14.0;"20180809";"4210653349028689";123459988;59
59;"Healthcare";46.0;"20180316";"4210653349028689";123459988;156
60;"Entertainment";72.0;"20180624";"4210653349028689";123459988;74
61;"Gas";84.0;"20180922";"4210653349028689";123459988;70
62;"Test";52.0;"20180320";"4210653349028689";123459988;123
63;"Education";43.0;"20181222";"4210653349028689";123459988;121
64;"Healthcare";90.0;"20180918";"4210653349028689";123459988;60
65;"Grocery";57.0;"20180125";"4210653349028689";123459988;31
66;"Education";82.0;"20180811";"4210653349028689";123459988;63
67;"Gas";35.0;"20181025";"4210653349028689";123459988;63
68;"Entertainment";47.0;"20180215";"4210653349028689";123459988;27
69;"Test";93.0;"20180607";"4210653349028689";123459988;31
70;"Grocery";61.0;"20180427";"4210653349028689";123459988;139
71;"Bills";88.0;"20180612";"4210653349028689";123459988;9
72;"Education";8.0;"20180717";"4210653349028689";123459988;48
73;"Entertainment";93.0;"20180307";"4210653349028689";123459988;145
74;"Bills";46.0;"20180327";"4210653349028689";123459988;144
75;"Gas";38.0;"20181218";"4210653349028689";123459988;42
76;"Gas";52.0;"20180316";"4210653349028689";123459988;49
77;"Bills";53.0;"20181128";"4210653349028689";123459988;1
78;"Education";32.0;"20180414";"4210653349028689";123459988;73
79;"Gas";66.0;"20180613";"4210653349028689";123459988;53
80;"Education";92.0;"20181025";"4210653349028689";123459988;43
81;"Entertainment";81.0;"20180315";"4210653349028689";123459988;99
82;"Healthcare";98.0;"20180224";"4210653349028689";123459988;89
83;"Bills";55.0;"20180304";"4210653349028689";123459988;17
84;"Bills";70.0;"20180925";"4210653349028689";123459988;79
85;"Healthcare";61.0;"20181111";"4210653349028689";123459988;32
86;"Bills";8.0;"20181105";"4210653349028689";123459988;109
87;"Test";12.0;"20180206";"4210653349028689";123459988;175
88;"Test";17.0;"20180825";"4210653349028689";123459988;175
89;"Grocery";58.0;"20180712";"4210653349028689";123459988;118
90;"Education";91.0;"20180202";"4210653349028689";123459988;11
91;"Entertainment";98.0;"20180901";"4210653349028689";123459988;59
92;"Education";58.0;"20180803";"4210653349028689";123459988;66
93;"Gas";41.0;"20180702";"4210653349028689";123459988;99
94;"Bills";73.0;"20180709";"4210653349028689";123459988;50
95;"Entertainment";77.0;"20180708";"4210653399308769";123459978;117
96;"Gas";49.0;"20181021";"4210653399308769";123459978;121
97;"Entertainment";82.0;"20180713";"4210653399308769";123459978;117
98;"Entertainment";23.0;"20181206";"4210653399308769";123459978;9
99;"Grocery";57.0;"20180301";"4210653399308769";123459978;59
100;"Education";24.0;"20180817";"4210653399308769";123459978;117
101;"Healthcare";66.0;"20180820";"4210653399308769";123459978;57
102;"Education";42.0;"20180903";"4210653399308769";123459978;192
103;"Grocery";96.0;"20180113";"4210653399308769";123459978;11
104;"Healthcare";75.0;"20180904";"4210653399308769";123459978;75
105;"Entertainment";26.0;"20181105";"4210653399308769";123459978;103
106;"Education";72.0;"20180825";"4210653399308769";123459978;31
107;"Test";99.0;"20180802";"4210653399308769";123459978;25
108;"Grocery";4.0;"20180707";"4210653399308769";123459978;10
109;"Test";67.0;"20180513";"4210653399308769";123459978;107
110;"Education";2.0;"20180321";"4210653399308769";123459978;24
111;"Grocery";44.0;"20180507";"4210653399308769";123459978;57
112;"Gas";86.0;"20180306";"4210653399308769";123459978;44
113;"Healthcare";90.0;"20181113";"4210653399308769";123459978;80
114;"Healthcare";54.0;"20181004";"4210653399308769";123459978;81
115;"Test";31.0;"20180213";"4210653399308769";123459978;91
116;"Healthcare";87.0;"20180210";"4210653399308769";123459978;79
117;"Healthcare";72.0;"20180813";"4210653399308769";123459978;81
118;"Bills";22.0;"20181216";"4210653399308769";123459978;166
119;"Entertainment";50.0;"20181204";"4210653399308769";123459978;19
120;"Education";14.0;"20180927";"4210653399308769";123459978;175
121;"Test";9.0;"20181116";"4210653399308769";123459978;173
122;"Grocery";40.0;"20180121";"4210653399308769";123459978;100
123;"Test";15.0;"20180902";"4210653399308769";123459978;17
124;"Gas";95.0;"20180914";"4210653399308769";123459978;178
125;"Entertainment";23.0;"20180620";"4210653399308769";123459978;63
126;"Entertainment";100.0;"20180211";"4210653399308769";123459978;156
127;"Gas";54.0;"20181026";"4210653399308769";123459978;44
128;"Grocery";101.0;"20181207";"4210653399308769";123459978;42
129;"Gas";11.0;"20181001";"4210653399308769";123459978;175
130;"Entertainment";3.0;"20180411";"4210653399308769";123459978;58
131;"Test";28.0;"20180323";"4210653399308769";123459978;114
132;"Bills";38.0;"20180915";"4210653399308769";123459978;90
133;"Bills";77.0;"20180105";"4210653399308769";123459978;5
134;"Bills";26.0;"20180227";"4210653399308769";123459978;51
135;"Education";73.0;"20180925";"4210653399308769";123459978;51
136;"Gas";69.0;"20181122";"4210653399308769";123459978;18
137;"Test";28.0;"20180701";"4210653399308769";123459978;35
138;"Education";88.0;"20180703";"4210653399308769";123459978;46
139;"Grocery";74.0;"20180525";"4210653399308769";123459978;11
140;"Healthcare";98.0;"20180708";"4210653399308769";123459978;136
141;"Education";37.0;"20180317";"4210653399308769";123459978;9
142;"Healthcare";93.0;"20180516";"4210653399308769";123459978;131
143;"Gas";12.0;"20181020";"4210653399308769";123459978;115
144;"Grocery";81.0;"20180825";"4210653399308769";123459978;72
145;"Healthcare";83.0;"20180123";"4210653399308769";123459978;178
146;"Grocery";61.0;"20181114";"4210653399308769";123459978;115
147;"Gas";41.0;"20180118";"4210653399308769";123459978;48
148;"Bills";67.0;"20180906";"4210653399308769";123459978;76
149;"Entertainment";29.0;"20180309";"4210653399308769";123459978;164
150;"Gas";64.0;"20180723";"4210653399308769";123459978;72
151;"Test";65.0;"20180121";"4210653399308769";123459978;119
152;"Healthcare";64.0;"20180611";"4210653315516879";123459968;78
153;"Bills";59.0;"20180114";"4210653315516879";123459968;104
154;"Grocery";98.0;"20181018";"4210653315516879";123459968;36
155;"Bills";28.0;"20180417";"4210653315516879";123459968;139
156;"Test";91.0;"20180626";"4210653315516879";123459968;170
157;"Entertainment";70.0;"20180406";"4210653315516879";123459968;111
158;"Test";71.0;"20180508";"4210653315516879";123459968;10
159;"Test";83.0;"20180425";"4210653315516879";123459968;79
160;"Gas";77.0;"20180906";"4210653315516879";123459968;28
161;"Test";91.0;"20180909";"4210653315516879";123459968;24
162;"Healthcare";3.0;"20180421";"4210653315516879";123459968;11
163;"Gas";20.0;"20181017";"4210653315516879";123459968;78
164;"Grocery";42.0;"20180802";"4210653315516879";123459968;119
165;"Education";31.0;"20181107";"4210653315516879";123459968;49
166;"Gas";96.0;"20181209";"4210653315516879";123459968;40
167;"Test";30.0;"20180823";"4210653315516879";123459968;99
168;"Bills";9.0;"20180616";"4210653315516879";123459968;22
169;"Healthcare";60.0;"20180611";"4210653349448599";123459965;125
170;"Healthcare";31.0;"20181111";"4210653349448599";123459965;170
171;"Gas";74.0;"20180605";"4210653349448599";123459965;35
172;"Healthcare";17.0;"20180411";"4210653349448599";123459965;49
173;"Bills";14.0;"20180619";"4210653349448599";123459965;17
174;"Bills";54.0;"20180809";"4210653349448599";123459965;139
175;"Healthcare";46.0;"20180412";"4210653349448599";123459965;156
176;"Entertainment";71.0;"20180414";"4210653349448599";123459965;12
177;"Gas";66.0;"20180525";"4210653349448599";123459965;100
178;"Test";53.0;"20181007";"4210653349448599";123459965;39
179;"Test";40.0;"20180107";"4210653349448599";123459965;59
180;"Education";26.0;"20180911";"4210653349448599";123459965;175
181;"Grocery";45.0;"20180410";"4210653349448599";123459965;118
182;"Entertainment";90.0;"20180504";"4210653349448599";123459965;121
183;"Test";26.0;"20180522";"4210653349448599";123459965;89
184;"Healthcare";49.0;"20181115";"4210653349448599";123459965;173
185;"Entertainment";41.0;"20181004";"4210653349448599";123459965;70
186;"Grocery";32.0;"20180208";"4210653349448599";123459965;175
187;"Gas";81.0;"20181125";"4210653349448599";123459965;74
188;"Gas";31.0;"20180613";"4210653349448599";123459965;20
189;"Gas";97.0;"20180926";"4210653349448599";123459965;43
190;"Healthcare";77.0;"20180612";"4210653349448599";123459965;10
191;"Gas";15.0;"20180806";"4210653349448599";123459965;15
192;"Education";41.0;"20180914";"4210653349448599";123459965;38
193;"Gas";81.0;"20180324";"4210653349448599";123459965;24
194;"Bills";58.0;"20180423";"4210653349448599";123459965;52
195;"Education";33.0;"20181116";"4210653349448599";123459965;76
196;"Healthcare";29.0;"20180814";"4210653349448599";123459965;20
197;"Gas";41.0;"20180809";"4210653349448599";123459965;107
198;"Test";63.0;"20180802";"4210653349448599";123459965;188
199;"Grocery";29.0;"20180115";"4210653349448599";123459965;100
200;"Gas";32.0;"20180106";"4210653349448599";123459965;158
201;"Bills";12.0;"20180626";"4210653349448599";123459965;95
202;"Gas";76.0;"20181214";"4210653349448599";123459965;24
203;"Test";27.0;"20180726";"4210653349448599";123459965;93
204;"Bills";99.0;"20180614";"4210653349448599";123459965;45
205;"Entertainment";13.0;"20180325";"4210653349448599";123459965;72
206;"Entertainment";71.0;"20180720";"4210653349448599";123459965;31
207;"Grocery";20.0;"20180416";"4210653349448599";123459965;37
208;"Bills";16.0;"20181210";"4210653349448599";123459965;24
209;"Gas";35.0;"20180501";"4210653349448599";123459965;139
210;"Healthcare";42.0;"20181024";"4210653349448599";123459965;19
211;"Bills";78.0;"20180403";"4210653349448599";123459965;78
212;"Gas";54.0;"20180327";"4210653349448599";123459965;66
213;"Entertainment";68.0;"20180417";"4210653349448599";123459965;72
214;"Entertainment";7.0;"20180605";"4210653315577947";123459940;160
215;"Education";64.0;"20180107";"4210653315577947";123459940;42
216;"Healthcare";26.0;"20180425";"4210653315577947";123459940;40
217;"Gas";36.0;"20180805";"4210653312528499";123459918;5
218;"Bills";22.0;"20180325";"4210653312528499";123459918;158
219;"Education";28.0;"20180116";"4210653312528499";123459918;5
220;"Healthcare";64.0;"20181009";"4210653312528499";123459918;118
221;"Gas";101.0;"20180108";"4210653312528499";123459918;74
222;"Education";3.0;"20180218";"4210653312528499";123459918;40
223;"Education";11.0;"20180703";"4210653312528499";123459918;149
224;"Gas";18.0;"20180608";"4210653312528499";123459918;81
225;"Entertainment";37.0;"20180910";"4210653312528499";123459918;19
226;"Test";79.0;"20180628";"4210653312528499";123459918;57
227;"Education";22.0;"20180916";"4210653312528499";123459918;27
228;"Test";15.0;"20180719";"4210653312528499";123459918;49
229;"Education";37.0;"20181210";"4210653312528499";123459918;76
230;"Healthcare";9.0;"20181002";"4210653312528499";123459918;79
231;"Grocery";10.0;"20180513";"4210653312528499";123459918;2
232;"Healthcare";72.0;"20180128";"4210653312528499";123459918;135
233;"Bills";43.0;"20180728";"4210653312528499";123459918;158
234;"Gas";58.0;"20180112";"4210653312528499";123459918;131
235;"Gas";70.0;"20180208";"4210653312528499";123459918;103
236;"Test";17.0;"20180517";"4210653312528499";123459918;12
237;"Test";30.0;"20181222";"4210653312528499";123459918;80
238;"Entertainment";81.0;"20181118";"4210653312528499";123459918;45
239;"Education";59.0;"20181126";"4210653312528499";123459918;1
240;"Education";83.0;"20180801";"4210653312528499";123459918;100
241;"Test";97.0;"20181202";"4210653312528499";123459918;192
242;"Entertainment";45.0;"20181115";"4210653312528499";123459918;8
243;"Test";100.0;"20181208";"4210653312528499";123459918;139
244;"Education";74.0;"20180406";"4210653312528499";123459918;79
245;"Bills";7.0;"20181221";"4210653312528499";123459918;69
246;"Bills";5.0;"20180404";"4210653312528499";123459918;1
247;"Healthcare";87.0;"20180606";"4210653312528499";123459918;9
248;"Education";83.0;"20180707";"4210653312528499";123459918;36
249;"Grocery";56.0;"20180524";"4210653312528499";123459918;25
250;"Healthcare";94.0;"20181024";"4210653312528499";123459918;104
251;"Education";7.0;"20180217";"4210653312528499";123459918;21
252;"Grocery";32.0;"20180221";"4210653312528499";123459918;54
253;"Bills";62.0;"20180822";"4210653312528499";123459918;14
254;"Bills";18.0;"20180919";"4210653312528499";123459918;29
255;"Test";32.0;"20180115";"4210653312528499";123459918;2
256;"Bills";95.0;"20181018";"4210653312528499";123459918;5
257;"Bills";29.0;"20180807";"4210653312528499";123459918;19
258;"Education";83.0;"20180725";"4210653312528499";123459918;166
259;"Bills";11.0;"20180114";"4210653312528499";123459918;46
260;"Education";33.0;"20181222";"4210653312528499";123459918;24
261;"Healthcare";94.0;"20181116";"4210653312528499";123459918;4
262;"Entertainment";3.0;"20180602";"4210653312528499";123459918;149
263;"Education";72.0;"20181211";"4210653312528499";123459918;27
264;"Test";73.0;"20180424";"4210653312528499";123459918;29
265;"Healthcare";64.0;"20180612";"4210653312528499";123459918;60
266;"Grocery";51.0;"20181127";"4210653312528499";123459918;149
267;"Test";49.0;"20180528";"4210653312528499";123459918;11
268;"Bills";42.0;"20180514";"4210653312528499";123459918;67
269;"Entertainment";3.0;"20180113";"4210653312528499";123459918;53
270;"Bills";95.0;"20180128";"4210653313003223";123459916;75
271;"Education";35.0;"20180222";"4210653313003223";123459916;67
272;"Healthcare";66.0;"20180921";"4210653313003223";123459916;7
273;"Grocery";58.0;"20180605";"4210653313003223";123459916;70
274;"Healthcare";24.0;"20181109";"4210653313003223";123459916;57
275;"Bills";74.0;"20180516";"4210653313003223";123459916;89
276;"Test";30.0;"20181111";"4210653313003223";123459916;69
277;"Healthcare";78.0;"20180217";"4210653313003223";123459916;46
278;"Entertainment";72.0;"20180103";"4210653313003223";123459916;52
279;"Healthcare";53.0;"20180310";"4210653313003223";123459916;47
280;"Bills";64.0;"20180806";"4210653313003223";123459916;107
281;"Grocery";36.0;"20181103";"4210653313003223";123459916;17
282;"Grocery";68.0;"20181204";"4210653313003223";123459916;125
283;"Grocery";17.0;"20181019";"4210653313003223";123459916;74
284;"Entertainment";83.0;"20180521";"4210653313003223";123459916;49
285;"Gas";94.0;"20180222";"4210653313003223";123459916;105
286;"Test";26.0;"20180519";"4210653313003223";123459916;28
287;"Gas";25.0;"20180421";"4210653313003223";123459916;70
288;"Entertainment";86.0;"20180706";"4210653313003223";123459916;103
289;"Education";46.0;"20180114";"4210653313003223";123459916;156
290;"Entertainment";86.0;"20180222";"4210653313003223";123459916;74
291;"Bills";67.0;"20180821";"4210653313003223";123459916;36
292;"Entertainment";69.0;"20180602";"4210653313003223";123459916;58
293;"Test";79.0;"20180917";"4210653313003223";123459916;37
294;"Healthcare";66.0;"20180927";"4210653313003223";123459916;56
295;"Education";2.0;"20180816";"4210653313003223";123459916;109
296;"Healthcare";2.0;"20180624";"4210653313003223";123459916;123
297;"Gas";33.0;"20180320";"4210653313003223";123459916;2
298;"Bills";82.0;"20180220";"4210653313003223";123459916;5
299;"Healthcare";96.0;"20180808";"4210653313003223";123459916;125
300;"Gas";5.0;"20180915";"4210653313003223";123459916;103
301;"Grocery";8.0;"20180521";"4210653313003223";123459916;38
302;"Entertainment";63.0;"20180322";"4210653313003223";123459916;11
303;"Entertainment";16.0;"20181126";"4210653313003223";123459916;135
304;"Grocery";18.0;"20180621";"4210653313003223";123459916;35
305;"Education";52.0;"20181009";"4210653313003223";123459916;149
306;"Test";67.0;"20180701";"4210653313003223";123459916;46
307;"Bills";23.0;"20180215";"4210653313003223";123459916;149
308;"Bills";22.0;"20180417";"4210653313003223";123459916;104
309;"Bills";73.0;"20180716";"4210653313003223";123459916;168
310;"Gas";14.0;"20180602";"4210653313003223";123459916;139
311;"Healthcare";99.0;"20180126";"4210653313003223";123459916;52
312;"Test";3.0;"20181025";"4210653313003223";123459916;59
313;"Test";42.0;"20180707";"4210653313003223";123459916;79
314;"Entertainment";53.0;"20180202";"4210653313003223";123459916;35
315;"Grocery";97.0;"20180924";"4210653313003223";123459916;175
316;"Education";95.0;"20180213";"4210653313003223";123459916;139
317;"Grocery";58.0;"20181108";"4210653313003223";123459916;24
318;"Education";87.0;"20181118";"4210653313003223";123459916;145
319;"Entertainment";31.0;"20180104";"4210653313003223";123459916;145
320;"Grocery";51.0;"20180616";"4210653313003223";123459916;136
321;"Test";10.0;"20181227";"4210653313003223";123459916;85
322;"Entertainment";58.0;"20180228";"4210653313003223";123459916;39
323;"Entertainment";57.0;"20180808";"4210653313003223";123459916;93
324;"Grocery";43.0;"20180510";"4210653313003223";123459916;58
325;"Test";20.0;"20180305";"4210653313003223";123459916;117
326;"Education";91.0;"20180906";"4210653313003223";123459916;15
327;"Education";56.0;"20180728";"4210653313003223";123459916;117
328;"Grocery";19.0;"20181024";"4210653313003223";123459916;46
329;"Test";92.0;"20180109";"4210653313003223";123459916;105
330;"Gas";17.0;"20181018";"4210653313003223";123459916;156
331;"Test";25.0;"20180206";"4210653313003223";123459916;26
332;"Bills";4.0;"20180110";"4210653313003223";123459916;3
333;"Healthcare";19.0;"20180910";"4210653313003223";123459916;90
334;"Gas";19.0;"20180310";"4210653313003223";123459916;38
335;"Education";95.0;"20180717";"4210653313003223";123459916;58
336;"Gas";87.0;"20180201";"4210653313003223";123459916;93
337;"Healthcare";2.0;"20180907";"4210653313003223";123459916;99
338;"Bills";89.0;"20181202";"4210653392204248";123459915;18
339;"Bills";3.0;"20181020";"4210653392204248";123459915;145
340;"Bills";32.0;"20180814";"4210653392204248";123459915;95
341;"Education";93.0;"20180418";"4210653392204248";123459915;37
342;"Entertainment";96.0;"20180516";"4210653392204248";123459915;5
343;"Gas";65.0;"20180708";"4210653392204248";123459915;79
344;"Bills";37.0;"20180421";"4210653392204248";123459915;58
345;"Entertainment";82.0;"20180228";"4210653392204248";123459915;178
346;"Healthcare";29.0;"20180314";"4210653392204248";123459915;118
347;"Bills";27.0;"20181004";"4210653392204248";123459915;40
348;"Healthcare";55.0;"20180524";"4210653392204248";123459915;99
349;"Gas";86.0;"20180509";"4210653392204248";123459915;144
350;"Entertainment";45.0;"20181111";"4210653392204248";123459915;117
351;"Gas";17.0;"20180819";"4210653392204248";123459915;123
352;"Bills";10.0;"20180717";"4210653392204248";123459915;100
353;"Gas";19.0;"20180121";"4210653392204248";123459915;67
354;"Bills";72.0;"20180308";"4210653392204248";123459915;90
355;"Test";75.0;"20180522";"4210653392204248";123459915;121
356;"Education";12.0;"20180901";"4210653392204248";123459915;115
357;"Entertainment";41.0;"20180625";"4210653392204248";123459915;59
358;"Bills";43.0;"20180902";"4210653392204248";123459915;178
359;"Test";48.0;"20180807";"4210653392204248";123459915;24
360;"Healthcare";61.0;"20180804";"4210653392204248";123459915;164
361;"Education";83.0;"20180308";"4210653392204248";123459915;131
362;"Bills";99.0;"20180128";"4210653392204248";123459915;149
363;"Healthcare";19.0;"20180211";"4210653392204248";123459915;109
364;"Grocery";43.0;"20181127";"4210653392204248";123459915;149
365;"Education";33.0;"20180912";"4210653392204248";123459915;145
366;"Entertainment";97.0;"20181023";"4210653392204248";123459915;46
367;"Education";48.0;"20180215";"4210653392204248";123459915;66
368;"Test";31.0;"20180418";"4210653392204248";123459915;99
369;"Test";28.0;"20180518";"4210653392204248";123459915;67
370;"Bills";59.0;"20180301";"4210653392204248";123459915;81
371;"Bills";28.0;"20180119";"4210653392204248";123459915;16
372;"Gas";39.0;"20180114";"4210653392204248";123459915;81
373;"Education";26.0;"20180218";"4210653392204248";123459915;35
374;"Bills";20.0;"20180310";"4210653392204248";123459915;139
375;"Bills";65.0;"20181209";"4210653392204248";123459915;47
376;"Grocery";3.0;"20180408";"4210653392204248";123459915;27
377;"Education";40.0;"20180325";"4210653392204248";123459915;28
378;"Test";42.0;"20180118";"4210653392204248";123459915;1
379;"Gas";87.0;"20181209";"4210653392204248";123459915;60
380;"Bills";3.0;"20180411";"4210653392204248";123459915;144
381;"Grocery";51.0;"20180307";"4210653392204248";123459915;69
382;"Bills";86.0;"20180620";"4210653392204248";123459915;25
383;"Grocery";10.0;"20180216";"4210653392204248";123459915;145
384;"Entertainment";25.0;"20180327";"4210653392204248";123459915;12
385;"Gas";94.0;"20180128";"4210653392204248";123459915;85
386;"Bills";83.0;"20180306";"4210653392204248";123459915;57
387;"Education";40.0;"20180608";"4210653392204248";123459915;43
388;"Healthcare";71.0;"20181201";"4210653392204248";123459915;12
389;"Healthcare";44.0;"20180303";"4210653313825914";123459909;75
390;"Test";36.0;"20180304";"4210653313825914";123459909;83
391;"Gas";7.0;"20181005";"4210653313825914";123459909;1
392;"Gas";44.0;"20181010";"4210653313825914";123459909;180
393;"Entertainment";14.0;"20181119";"4210653313825914";123459909;90
394;"Bills";71.0;"20180203";"4210653313825914";123459909;19
395;"Grocery";52.0;"20180921";"4210653313825914";123459909;2
396;"Entertainment";78.0;"20180614";"4210653313825914";123459909;57
397;"Bills";30.0;"20180923";"4210653313825914";123459909;60
398;"Bills";52.0;"20181204";"4210653313825914";123459909;188
399;"Bills";4.0;"20180304";"4210653313825914";123459909;17
400;"Education";50.0;"20180421";"4210653313825914";123459909;31
401;"Gas";79.0;"20180407";"4210653313825914";123459909;57
402;"Entertainment";45.0;"20180623";"4210653313825914";123459909;17
403;"Education";100.0;"20180226";"4210653313825914";123459909;93
404;"Grocery";68.0;"20181123";"4210653313825914";123459909;166
405;"Healthcare";38.0;"20181213";"4210653313825914";123459909;70
406;"Test";97.0;"20180505";"4210653313825914";123459909;23
407;"Healthcare";84.0;"20180922";"4210653313825914";123459909;175
408;"Healthcare";71.0;"20181212";"4210653313825914";123459909;125
409;"Bills";7.0;"20180201";"4210653313825914";123459909;4
410;"Bills";75.0;"20181107";"4210653313825914";123459909;7
411;"Grocery";88.0;"20180220";"4210653313825914";123459909;80
412;"Education";21.0;"20180223";"4210653313825914";123459909;126
413;"Entertainment";15.0;"20180306";"4210653313825914";123459909;44
414;"Grocery";99.0;"20180628";"4210653313825914";123459909;72
415;"Education";40.0;"20180414";"4210653313825914";123459909;79
416;"Grocery";35.0;"20180627";"4210653313825914";123459909;48
417;"Education";45.0;"20180926";"4210653313825914";123459909;105
418;"Bills";72.0;"20181021";"4210653313825914";123459909;8
419;"Entertainment";37.0;"20181110";"4210653313825914";123459909;32
420;"Grocery";38.0;"20180304";"4210653313825914";123459909;80
421;"Bills";96.0;"20180719";"4210653313825914";123459909;158
422;"Gas";65.0;"20181206";"4210653313825914";123459909;73
423;"Education";63.0;"20181209";"4210653313825914";123459909;16
424;"Grocery";69.0;"20180713";"4210653313825914";123459909;173
425;"Grocery";63.0;"20180904";"4210653313825914";123459909;46
426;"Test";38.0;"20180620";"4210653313825914";123459909;56
427;"Bills";75.0;"20180327";"4210653313825914";123459909;26
428;"Gas";55.0;"20180505";"4210653313825914";123459909;76
429;"Gas";2.0;"20180309";"4210653313825914";123459909;17
430;"Grocery";7.0;"20180727";"4210653313825914";123459909;85
431;"Entertainment";2.0;"20180401";"4210653313825914";123459909;124
432;"Gas";32.0;"20181009";"4210653313825914";123459909;119
433;"Bills";36.0;"20180424";"4210653313825914";123459909;149
434;"Grocery";77.0;"20181125";"4210653313825914";123459909;60
435;"Gas";4.0;"20180528";"4210653313825914";123459909;115
436;"Entertainment";19.0;"20181124";"4210653313825914";123459909;18
437;"Bills";89.0;"20181118";"4210653313825914";123459909;80
438;"Entertainment";86.0;"20180608";"4210653313825914";123459909;57
439;"Bills";97.0;"20181127";"4210653313825914";123459909;36
440;"Grocery";38.0;"20180321";"4210653313825914";123459909;100
441;"Bills";69.0;"20180111";"4210653313825914";123459909;81
442;"Test";71.0;"20180921";"4210653313825914";123459909;24
443;"Grocery";49.0;"20181001";"4210653313825914";123459909;50
444;"Education";69.0;"20181108";"4210653313825914";123459909;131
445;"Bills";55.0;"20181228";"4210653313825914";123459909;73
446;"Healthcare";58.0;"20180910";"4210653313825914";123459909;126
447;"Bills";93.0;"20180516";"4210653313825914";123459909;16
448;"Education";60.0;"20180624";"4210653313825914";123459909;19
449;"Gas";74.0;"20180808";"4210653313825914";123459909;175
450;"Entertainment";49.0;"20181119";"4210653313825914";123459909;7
451;"Grocery";56.0;"20181009";"4210653313825914";123459909;131
452;"Test";31.0;"20180310";"4210653313825914";123459909;67
453;"Bills";60.0;"20181211";"4210653313825914";123459909;43
454;"Test";13.0;"20180222";"4210653313825914";123459909;90
455;"Grocery";53.0;"20180608";"4210653313825914";123459909;74
